ID,ActorClass,Species,X,Y,Z,Radius,Min,Max
1_BP_CreatureSpawner234,BP_CreatureSpawner_C,Char_Hog_C,-43081.02734375,-71299.5703125,22959.708984375,2000,3,3
1_BP_CreatureSpawner235,BP_CreatureSpawner_C,Char_Hog_C,-59901.1953125,-78581.6875,23820.849609375,1500,2,2
1_BP_CreatureSpawner236,BP_CreatureSpawner_C,Char_Spitter_Small_C,-31018.56640625,-48908.63671875,15488.970703125,3000,3,3
1_BP_CreatureSpawner237,BP_CreatureSpawner_C,Char_Hog_C,-55474.83984375,-35533.7109375,17498.78515625,3000,2,2
1_BP_CreatureSpawner238,BP_CreatureSpawner_C,Char_Hog_C,-88834.671875,-52993.05859375,16124.234375,10000,3,3
1_BP_CreatureSpawner239,BP_CreatureSpawner_C,Char_CrabHatcher_C,-28652.125,-22472.958984375,17547.642578125,200,1,1
1_BP_CreatureSpawner24,BP_CreatureSpawner_C,Char_Spitter_C,-61661.015625,-66769.171875,11364.5205078125,1000,1,1
1_BP_CreatureSpawner240,BP_CreatureSpawner_C,Char_CrabHatcher_C,-29681.341796875,-23162.240234375,17504.890625,200,1,1
1_BP_CreatureSpawner241,BP_CreatureSpawner_C,Char_CrabHatcher_C,-29704.26953125,-21749.572265625,17478.060546875,200,1,1
1_BP_CreatureSpawner242,BP_CreatureSpawner_C,Char_CrabHatcher_C,-29047.99609375,-23976.701171875,17514.01171875,200,1,1
1_BP_CreatureSpawner243,BP_CreatureSpawner_C,Char_Spitter_C,-48057.109375,-83125.359375,12160.9892578125,500,1,1
1_BP_CreatureSpawner244,BP_CreatureSpawner_C,Char_Hog_C,-91462.8671875,-39700.37890625,15577.197265625,500,2,2
1_BP_CreatureSpawner245,BP_CreatureSpawner_C,Char_CrabHatcher_C,-21481.744140625,-44214.8359375,19634.21484375,1500,3,3
1_BP_CreatureSpawner246,BP_CreatureSpawner_C,Char_Spitter_C,-57930.1796875,-19459.849609375,20774.556640625,1000,1,1
1_BP_CreatureSpawner247,BP_CreatureSpawner_C,Char_Hog_C,-51770.796875,-58671.453125,16816.09765625,8000,4,4
1_BP_CreatureSpawner248,BP_CreatureSpawner_C,Char_Stinger_C,-56678.1953125,-59730.40234375,17889.552734375,500,1,1
1_BP_CreatureSpawner249,BP_CreatureSpawner_C,Char_Stinger_C,-31564.73046875,-36341.51171875,19373.349609375,500,1,1
1_BP_CreatureSpawner24_59,BP_CreatureSpawner_C,Char_CrabHatcher_C,-110193.65625,-195505.53125,-1566.4744873046875,300,1,1
1_BP_CreatureSpawner25,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-50739.703125,-23071.068359375,18816.951171875,200,1,1
1_BP_CreatureSpawner250,BP_CreatureSpawner_C,Char_Stinger_C,-54896.80859375,-26819.162109375,17711.0703125,500,1,1
1_BP_CreatureSpawner251,BP_CreatureSpawner_C,Char_Stinger_Child_C,-79258.640625,-68493.234375,16289.015625,5000,5,5
1_BP_CreatureSpawner252_22,BP_CreatureSpawner_C,Char_CrabHatcher_C,-199451.796875,-42615.59375,247.81146240234375,250,1,1
1_BP_CreatureSpawner253,BP_CreatureSpawner_C,Char_CrabHatcher_C,-196816.21875,5866.64501953125,9746.8896484375,200,1,1
1_BP_CreatureSpawner254,BP_CreatureSpawner_C,Char_CrabHatcher_C,-237703.484375,17043.73046875,19545.005859375,1500,2,2
1_BP_CreatureSpawner255,BP_CreatureSpawner_C,Char_CrabHatcher_C,-229542.53125,39555.9140625,8760.56640625,500,1,1
1_BP_CreatureSpawner256,BP_CreatureSpawner_C,Char_CrabHatcher_C,-228980.953125,43275.3671875,10372.8125,300,1,1
1_BP_CreatureSpawner257,BP_CreatureSpawner_C,Char_CrabHatcher_C,-244119.25,19225.8203125,-712.601318359375,3000,2,2
1_BP_CreatureSpawner258,BP_CreatureSpawner_C,Char_CrabHatcher_C,-269191.28125,8905.947265625,-1088.083251953125,3000,3,3
1_BP_CreatureSpawner259,BP_CreatureSpawner_C,Char_CrabHatcher_C,-264185.53125,-33466.52734375,7992.25634765625,1500,3,3
1_BP_CreatureSpawner25_60,BP_CreatureSpawner_C,Char_CrabHatcher_C,-111614.484375,-184831.890625,31.214630126953125,300,1,1
1_BP_CreatureSpawner26,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-91491.765625,-28619.724609375,15626.115234375,200,1,1
1_BP_CreatureSpawner260,BP_CreatureSpawner_C,Char_CrabHatcher_C,-236860.109375,18497.6953125,1834.5899658203125,500,1,1
1_BP_CreatureSpawner261,BP_CreatureSpawner_C,Char_Spitter_Small_C,-166001.046875,-131685.09375,1723.4510498046875,500,1,1
1_BP_CreatureSpawner262,BP_CreatureSpawner_C,Char_Hog_C,-109110.5234375,-129968.5859375,-1478.3861083984375,1000,4,4
1_BP_CreatureSpawner263,BP_CreatureSpawner_C,Char_CrabHatcher_C,-110597.4375,-135246.515625,1979.1162109375,1000,2,2
1_BP_CreatureSpawner264,BP_CreatureSpawner_C,Char_CrabHatcher_C,-96425.4765625,-134843.5,330.19000244140625,500,1,1
1_BP_CreatureSpawner265,BP_CreatureSpawner_C,Char_CrabHatcher_C,-130606.5078125,-96789.7734375,4272.3310546875,200,1,1
1_BP_CreatureSpawner266,BP_CreatureSpawner_C,Char_CrabHatcher_C,-262168.625,-116252.1640625,4472.3896484375,1000,2,2
1_BP_CreatureSpawner267,BP_CreatureSpawner_C,Char_Spitter_Small_C,-268263.625,-133733.65625,6090.14453125,500,1,1
1_BP_CreatureSpawner268,BP_CreatureSpawner_C,Char_Spitter_Small_C,-251583.609375,-126389.7578125,3946.107177734375,500,1,1
1_BP_CreatureSpawner269,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-102300.2578125,-67739.7734375,13518.7392578125,1500,5,5
1_BP_CreatureSpawner26_61,BP_CreatureSpawner_C,Char_CrabHatcher_C,-99581.171875,-179979.234375,336.1757507324219,1000,2,2
1_BP_CreatureSpawner27,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-95863.765625,-63592.7265625,15807.9150390625,200,1,1
1_BP_CreatureSpawner270,BP_CreatureSpawner_C,Char_CrabHatcher_C,-229784.59375,-115177.640625,4009.389404296875,200,1,1
1_BP_CreatureSpawner271,BP_CreatureSpawner_C,Char_CrabHatcher_C,-160626.421875,9064.7080078125,2857.01171875,200,1,1
1_BP_CreatureSpawner272,BP_CreatureSpawner_C,Char_CaveStinger_C,-14443.7197265625,-21378.98046875,14049.7802734375,500,1,1
1_BP_CreatureSpawner273,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-23767.498046875,-37030.6796875,12655.24609375,800,3,3
1_BP_CreatureSpawner274,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-41108.41015625,-61019.26953125,14399.0703125,800,4,4
1_BP_CreatureSpawner275,BP_CreatureSpawner_C,Char_CrabHatcher_C,-268941.375,-55539.015625,-219.53077697753906,200,1,1
1_BP_CreatureSpawner276,BP_CreatureSpawner_C,Char_CrabHatcher_C,-280335.65625,-27708.140625,3627.332763671875,200,1,1
1_BP_CreatureSpawner277,BP_CreatureSpawner_C,Char_CrabHatcher_C,-178490.15625,-79710.640625,3519.2001953125,1500,2,2
1_BP_CreatureSpawner278,BP_CreatureSpawner_C,Char_Spitter_C,178704.9375,188833.96875,761.2272338867188,500,1,1
1_BP_CreatureSpawner279,BP_CreatureSpawner_C,Char_Spitter_Small_C,181116.390625,185287.5625,274.0146484375,500,1,1
1_BP_CreatureSpawner28,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-70566.765625,-52772.7265625,16147.87109375,200,1,1
1_BP_CreatureSpawner280,BP_CreatureSpawner_C,Char_Spitter_Small_C,176398.296875,190210.328125,216.28150939941406,500,1,1
1_BP_CreatureSpawner281,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,139294.046875,216767.71875,-8926.046875,500,1,1
1_BP_CreatureSpawner282_38,BP_CreatureSpawner_C,Char_CrabHatcher_C,138839.28125,218961.0625,-8907.275390625,300,1,1
1_BP_CreatureSpawner283,BP_CreatureSpawner_C,Char_CrabHatcher_C,163618.96875,207725.546875,-9208.279296875,2000,3,3
1_BP_CreatureSpawner284,BP_CreatureSpawner_C,Char_Spitter_Small_C,127627.1640625,255147.734375,219.0462646484375,3000,2,2
1_BP_CreatureSpawner285_26,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,170173.28125,194349.484375,-7999.8916015625,1500,4,4
1_BP_CreatureSpawner286,BP_CreatureSpawner_C,Char_AlphaHog_C,102386.0703125,205178.046875,-3281.748046875,500,1,1
1_BP_CreatureSpawner287,BP_CreatureSpawner_C,Char_Hog_C,119429,165782.75,-2707.068359375,2000,2,2
1_BP_CreatureSpawner288,BP_CreatureSpawner_C,Char_AlphaHog_C,91362.6640625,162593.625,-5035.611328125,500,1,1
1_BP_CreatureSpawner289,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,148185.421875,277098.375,-4824.52197265625,2500,4,4
1_BP_CreatureSpawner28_63,BP_CreatureSpawner_C,Char_CrabHatcher_C,-104839.8984375,-186675.515625,-1601.8720703125,300,1,1
1_BP_CreatureSpawner29,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-29541.765625,-57104.67578125,15712.1884765625,200,1,1
1_BP_CreatureSpawner290,BP_CreatureSpawner_C,Char_Hog_C,198023.703125,191408.59375,9889.654296875,2000,4,4
1_BP_CreatureSpawner291,BP_CreatureSpawner_C,Char_Spitter_C,168071.984375,238629.109375,-8346.884765625,500,1,1
1_BP_CreatureSpawner292,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,172614.1875,226269.0625,-8957.7998046875,500,1,1
1_BP_CreatureSpawner293,BP_CreatureSpawner_C,Char_Hog_C,122751.0859375,192442.265625,-7544.5009765625,4000,4,4
1_BP_CreatureSpawner294,BP_CreatureSpawner_C,Char_Spitter_Small_C,185752.453125,167080.640625,3342.200439453125,3500,2,2
1_BP_CreatureSpawner295,BP_CreatureSpawner_C,Char_AlphaHog_C,190554,163309.625,3339.076171875,500,1,1
1_BP_CreatureSpawner296,BP_CreatureSpawner_C,Char_Stinger_Child_C,134450.84375,264658.40625,3767.80078125,3500,5,5
1_BP_CreatureSpawner297,BP_CreatureSpawner_C,Char_CaveStinger_C,193988.28125,203412.15625,-5188.01025390625,300,1,1
1_BP_CreatureSpawner298,BP_CreatureSpawner_C,Char_Hog_C,168814.078125,152987.0625,7807.25537109375,5000,3,3
1_BP_CreatureSpawner299_12,BP_CreatureSpawner_C,Char_Spitter_Small_C,137072.3125,234900.9375,-4361.5673828125,500,1,1
1_BP_CreatureSpawner29_64,BP_CreatureSpawner_C,Char_CrabHatcher_C,-280155.15625,-125713.9140625,2314.24267578125,200,1,1
1_BP_CreatureSpawner30,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-26358.962890625,-40743.71484375,17201.568359375,8200,6,6
1_BP_CreatureSpawner300,BP_CreatureSpawner_C,Char_Hog_C,161982.578125,157545.546875,10254.138671875,1000,2,2
1_BP_CreatureSpawner301,BP_CreatureSpawner_C,Char_CrabHatcher_C,143209.4375,239688.734375,-3401.14697265625,2000,2,2
1_BP_CreatureSpawner302,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,161914.734375,225655.203125,-7821.4189453125,500,1,1
1_BP_CreatureSpawner303,BP_CreatureSpawner_C,Char_CrabHatcher_C,164262.703125,226444.125,-9108.265625,500,1,1
1_BP_CreatureSpawner304,BP_CreatureSpawner_C,Char_CrabHatcher_C,161359.328125,222783.28125,-9180.822265625,500,1,1
1_BP_CreatureSpawner305,BP_CreatureSpawner_C,Char_CaveStinger_C,184161.03125,182796.5625,-5379.12744140625,300,1,1
1_BP_CreatureSpawner306,BP_CreatureSpawner_C,Char_Spitter_C,183816.4375,189913.375,-5627.71728515625,500,1,1
1_BP_CreatureSpawner307,BP_CreatureSpawner_C,Char_Spitter_Small_C,132922.359375,205568.015625,-7397.486328125,2000,2,2
1_BP_CreatureSpawner308,BP_CreatureSpawner_C,Char_Spitter_Small_C,155126.734375,250911.71875,-4531.66796875,500,1,1
1_BP_CreatureSpawner309,BP_CreatureSpawner_C,Char_Hog_C,149654.71875,245609.53125,-5870.529296875,3000,2,2
1_BP_CreatureSpawner30_65,BP_CreatureSpawner_C,Char_CrabHatcher_C,-285120.46875,-127594.9296875,2357.37646484375,200,1,1
1_BP_CreatureSpawner31,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-43735.48828125,-45775.19140625,17138.689453125,5000,2,2
1_BP_CreatureSpawner310,BP_CreatureSpawner_C,Char_Spitter_Small_C,155665.109375,259742.640625,-746.3782958984375,2000,2,2
1_BP_CreatureSpawner311,BP_CreatureSpawner_C,Char_Spitter_Small_C,131124.671875,177899.78125,-5410.1494140625,500,1,1
1_BP_CreatureSpawner312,BP_CreatureSpawner_C,Char_AlphaHog_C,206290.21875,200662.234375,7685.76171875,500,1,1
1_BP_CreatureSpawner313,BP_CreatureSpawner_C,Char_CrabHatcher_C,138591.015625,205709.5,-9289.7841796875,2000,2,2
1_BP_CreatureSpawner314,BP_CreatureSpawner_C,Char_Hog_C,106532.4296875,232981.15625,-2152.968994140625,4000,2,2
1_BP_CreatureSpawner315_47,BP_CreatureSpawner_C,Char_SpaceRabbit_C,136684.671875,119263.3125,12099.775390625,500,1,1
1_BP_CreatureSpawner316,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,58349.2578125,104064.4453125,9464.87890625,12000,4,4
1_BP_CreatureSpawner317,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,44091.38671875,88421.25,9779.767578125,1000,1,1
1_BP_CreatureSpawner318,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,98028.6484375,82884.7109375,10340.638671875,1000,1,1
1_BP_CreatureSpawner319,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,84065.6171875,104893.546875,10311.7333984375,1000,1,1
1_BP_CreatureSpawner31_66,BP_CreatureSpawner_C,Char_CrabHatcher_C,-103338.984375,-120726.8125,344.1890563964844,1500,2,2
1_BP_CreatureSpawner32,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-54404.8828125,-30344.734375,17515.818359375,8000,2,2
1_BP_CreatureSpawner320_2,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,96450.921875,-147276.59375,8101.56005859375,500,1,1
1_BP_CreatureSpawner321,BP_CreatureSpawner_C,Char_SpaceRabbit_C,89753.59375,88634.2109375,10268.7666015625,500,1,1
1_BP_CreatureSpawner322,BP_CreatureSpawner_C,Char_SpaceRabbit_C,39634.7890625,125990.5546875,13343.939453125,500,1,1
1_BP_CreatureSpawner323,BP_CreatureSpawner_C,Char_SpaceRabbit_C,102290.875,104911.46875,10580.8134765625,500,1,1
1_BP_CreatureSpawner324,BP_CreatureSpawner_C,Char_NonFlyingBird_C,48784.25390625,125225.46875,11769.2392578125,10000,3,3
1_BP_CreatureSpawner325,BP_CreatureSpawner_C,Char_NonFlyingBird_C,73580.5234375,113032.2578125,9862.2724609375,5000,3,3
1_BP_CreatureSpawner326,BP_CreatureSpawner_C,Char_Spitter_Small_C,102900.8515625,235278.78125,-2055.12451171875,4000,2,2
1_BP_CreatureSpawner327,BP_CreatureSpawner_C,Char_Spitter_Small_C,118405.3828125,179112.109375,-4783.984375,500,1,1
1_BP_CreatureSpawner328,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,114252.9375,181110.4375,-5017.5107421875,1000,2,2
1_BP_CreatureSpawner329,BP_CreatureSpawner_C,Char_CrabHatcher_C,-157234.90625,13716.8271484375,2857.01171875,200,1,1
1_BP_CreatureSpawner33,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-62022.3359375,-56496.95703125,17124.80078125,8000,3,3
1_BP_CreatureSpawner330,BP_CreatureSpawner_C,Char_CrabHatcher_C,-158408.59375,11345.658203125,2857.01171875,200,1,1
1_BP_CreatureSpawner331,BP_CreatureSpawner_C,Char_CrabHatcher_C,166991.34375,180290.03125,-2593.9658203125,3000,4,4
1_BP_CreatureSpawner332,BP_CreatureSpawner_C,Char_Spitter_C,168167.578125,200704.234375,-4379.12451171875,500,1,1
1_BP_CreatureSpawner333,BP_CreatureSpawner_C,Char_Spitter_Small_C,-37393.89453125,-5350.0908203125,30182.376953125,200,1,1
1_BP_CreatureSpawner334,BP_CreatureSpawner_C,Char_Hog_C,68448.78125,76946.9921875,12878.919921875,3000,2,2
1_BP_CreatureSpawner335,BP_CreatureSpawner_C,Char_Spitter_Small_C,71055.09375,81822.765625,12545.3271484375,1000,2,2
1_BP_CreatureSpawner336,BP_CreatureSpawner_C,Char_Spitter_Small_C,64227.55078125,71485.7734375,12421.20703125,3000,2,2
1_BP_CreatureSpawner337,BP_CreatureSpawner_C,Char_Hog_C,102435.328125,124551.9296875,10351.9638671875,2000,2,2
1_BP_CreatureSpawner338,BP_CreatureSpawner_C,Char_Spitter_Small_C,97963.1875,123790.140625,10355.220703125,500,1,1
1_BP_CreatureSpawner339,BP_CreatureSpawner_C,Char_Hog_C,90588.96875,130841.0546875,8904.22265625,3000,3,3
1_BP_CreatureSpawner33_68,BP_CreatureSpawner_C,Char_CrabHatcher_C,-207895.421875,-148749.125,318.2603454589844,200,1,1
1_BP_CreatureSpawner340,BP_CreatureSpawner_C,Char_Spitter_Small_C,124314.8125,117145.8359375,10255.19921875,4000,2,2
1_BP_CreatureSpawner341,BP_CreatureSpawner_C,Char_Hog_C,128936.4375,91011.609375,14333.8125,500,1,1
1_BP_CreatureSpawner342,BP_CreatureSpawner_C,Char_Spitter_Small_C,48491.546875,129557.7421875,13478.4130859375,2000,2,2
1_BP_CreatureSpawner343,BP_CreatureSpawner_C,Char_Hog_C,55160.22265625,113809.375,11122.8076171875,1000,2,2
1_BP_CreatureSpawner344,BP_CreatureSpawner_C,Char_Hog_C,71142.0859375,65261.00390625,17392.45703125,2000,3,3
1_BP_CreatureSpawner345,BP_CreatureSpawner_C,Char_Hog_C,61704.671875,97466.796875,12930.12109375,500,1,1
1_BP_CreatureSpawner346,BP_CreatureSpawner_C,Char_Hog_C,63540.4296875,91980.53125,12878.9208984375,2000,2,2
1_BP_CreatureSpawner347,BP_CreatureSpawner_C,Char_Hog_C,147718.46875,87174.34375,17812.869140625,500,1,1
1_BP_CreatureSpawner348,BP_CreatureSpawner_C,Char_Hog_C,141603.390625,89727.6328125,17382.5,500,1,1
1_BP_CreatureSpawner349,BP_CreatureSpawner_C,Char_Hog_C,89530.4609375,74421.4296875,13658.822265625,300,1,1
1_BP_CreatureSpawner34_69,BP_CreatureSpawner_C,Char_CrabHatcher_C,-206840.71875,-145634.5,1126.7901611328125,200,1,1
1_BP_CreatureSpawner35,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-78371.328125,-62970.17578125,16107.21484375,10000,4,4
1_BP_CreatureSpawner350_29,BP_CreatureSpawner_C,Char_Hog_C,92795.109375,111935.765625,10501.16015625,300,1,1
1_BP_CreatureSpawner351,BP_CreatureSpawner_C,Char_Spitter_Small_C,94514.484375,114634,9969.2890625,500,2,2
1_BP_CreatureSpawner352,BP_CreatureSpawner_C,Char_Spitter_Small_C,93583.7890625,106163.2109375,9961.03515625,2000,2,2
1_BP_CreatureSpawner353,BP_CreatureSpawner_C,Char_Hog_C,134324.484375,101154.390625,11020.3671875,2000,2,2
1_BP_CreatureSpawner354,BP_CreatureSpawner_C,Char_Hog_C,45886.52734375,84732.71875,10800.5390625,3000,3,3
1_BP_CreatureSpawner355,BP_CreatureSpawner_C,Char_Hog_C,113895.375,78121.9453125,18273.552734375,500,2,2
1_BP_CreatureSpawner356,BP_CreatureSpawner_C,Char_Hog_C,115567.328125,72619.1015625,15390.3759765625,1500,2,2
1_BP_CreatureSpawner357,BP_CreatureSpawner_C,Char_Spitter_Small_C,79260.9453125,122182.7421875,8158.37353515625,4000,2,2
1_BP_CreatureSpawner358,BP_CreatureSpawner_C,Char_Hog_C,125325.0546875,80394.4453125,17138.130859375,1500,2,2
1_BP_CreatureSpawner359,BP_CreatureSpawner_C,Char_Spitter_Small_C,124345.640625,157066.890625,-403.810302734375,2000,2,2
1_BP_CreatureSpawner35_70,BP_CreatureSpawner_C,Char_CrabHatcher_C,-208350.65625,-151676.453125,10202.041015625,200,1,1
1_BP_CreatureSpawner36,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-100631.4375,-56594.3203125,16237.046875,8000,4,4
1_BP_CreatureSpawner360,BP_CreatureSpawner_C,Char_Hog_C,26020.044921875,127361.734375,14803.130859375,2000,3,3
1_BP_CreatureSpawner361,BP_CreatureSpawner_C,Char_Spitter_Small_C,110102.5625,109026.7421875,9290.7236328125,4000,2,2
1_BP_CreatureSpawner362,BP_CreatureSpawner_C,Char_Spitter_Small_C,106940.0234375,91522.4140625,9118.8466796875,500,2,2
1_BP_CreatureSpawner363_0,BP_CreatureSpawner_C,Char_Hog_C,130513.78125,92682.3515625,9673.0322265625,1000,2,2
1_BP_CreatureSpawner364,BP_CreatureSpawner_C,Char_Hog_C,91811.5859375,75852.390625,13686.4560546875,300,1,1
1_BP_CreatureSpawner365,BP_CreatureSpawner_C,Char_Hog_C,85593.09375,70610.21875,13815.853515625,2000,2,2
1_BP_CreatureSpawner366,BP_CreatureSpawner_C,Char_Hog_C,93073.7265625,110386.578125,10397.865234375,1000,2,2
1_BP_CreatureSpawner367,BP_CreatureSpawner_C,Char_Hog_C,212678.65625,189317.34375,10406.287109375,3500,3,3
1_BP_CreatureSpawner368,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,157689.03125,164836.15625,-4848.72900390625,1000,4,4
1_BP_CreatureSpawner369,BP_CreatureSpawner_C,Char_CrabHatcher_C,130045.296875,220721.609375,-7651.8935546875,5000,3,3
1_BP_CreatureSpawner36_71,BP_CreatureSpawner_C,Char_CrabHatcher_C,-261651.4375,-193022.28125,-42.80352783203125,200,1,1
1_BP_CreatureSpawner370_0,BP_CreatureSpawner_C,Char_Hog_C,203898.265625,221915.546875,778.2544555664062,2500,3,3
1_BP_CreatureSpawner371,BP_CreatureSpawner_C,Char_AlphaHog_C,201368.484375,207914.28125,12593.6494140625,4000,2,2
1_BP_CreatureSpawner372,BP_CreatureSpawner_C,Char_CrabHatcher_C,144591.640625,161989.953125,3732.381591796875,300,1,1
1_BP_CreatureSpawner373,BP_CreatureSpawner_C,Char_CrabHatcher_C,142099.078125,162624.265625,3244.448974609375,300,1,1
1_BP_CreatureSpawner374,BP_CreatureSpawner_C,Char_CrabHatcher_C,143099.515625,163315.734375,1542.2266845703125,300,1,1
1_BP_CreatureSpawner375,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,123238.3828125,238655.703125,-3645.84912109375,500,1,1
1_BP_CreatureSpawner376,BP_CreatureSpawner_C,Char_AlphaHog_C,149069.515625,233616.921875,-8826.087890625,500,1,1
1_BP_CreatureSpawner377,BP_CreatureSpawner_C,Char_CrabHatcher_C,153817.671875,232758.703125,-9180.826171875,2000,2,2
1_BP_CreatureSpawner378,BP_CreatureSpawner_C,Char_Spitter_C,124360.6953125,248132.9375,-6999.31884765625,500,1,1
1_BP_CreatureSpawner379,BP_CreatureSpawner_C,Char_Spitter_Small_C,111625.5234375,181646.09375,-3032.46533203125,6000,4,4
1_BP_CreatureSpawner37_6,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-30626.27734375,-56385.4765625,15749.0625,5000,2,2
1_BP_CreatureSpawner380,BP_CreatureSpawner_C,Char_CrabHatcher_C,141078.953125,189217.046875,-5978.41064453125,6000,3,3
1_BP_CreatureSpawner381,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,176088.765625,244563.703125,-9623.431640625,2000,4,4
1_BP_CreatureSpawner382,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,168393.40625,244951,-10026.544921875,500,1,1
1_BP_CreatureSpawner383,BP_CreatureSpawner_C,Char_Spitter_Small_C,186370.765625,222472.265625,-3308.743408203125,2000,3,3
1_BP_CreatureSpawner384,BP_CreatureSpawner_C,Char_CrabHatcher_C,159095.390625,191410.171875,-8907.9580078125,4000,2,2
1_BP_CreatureSpawner385,BP_CreatureSpawner_C,Char_CrabHatcher_C,152479.828125,190297.21875,-9020.814453125,4000,3,3
1_BP_CreatureSpawner386,BP_CreatureSpawner_C,Char_Spitter_Small_C,189832.09375,174298.34375,7065.39794921875,500,1,1
1_BP_CreatureSpawner387,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,185352.921875,177518.578125,6440.46484375,500,1,1
1_BP_CreatureSpawner388_2,BP_CreatureSpawner_C,Char_Stinger_C,151939.09375,160407.15625,4336.0576171875,500,1,1
1_BP_CreatureSpawner389,BP_CreatureSpawner_C,Char_Stinger_C,97835.515625,185536.21875,-1767.675048828125,500,1,1
1_BP_CreatureSpawner38_8,BP_CreatureSpawner_C,Char_Hog_C,-94231.7265625,-32879.58984375,15581.27734375,500,1,1
1_BP_CreatureSpawner39,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-97524.6875,-23448.341796875,16250.837890625,4000,2,2
1_BP_CreatureSpawner390,BP_CreatureSpawner_C,Char_Stinger_C,116688.203125,244571.0625,-1012.7238159179688,500,1,1
1_BP_CreatureSpawner391,BP_CreatureSpawner_C,Char_Stinger_C,118964.078125,220759.5625,-7356.9970703125,500,1,1
1_BP_CreatureSpawner392,BP_CreatureSpawner_C,Char_Stinger_C,172278.59375,165016.828125,-1679.24755859375,500,1,1
1_BP_CreatureSpawner393,BP_CreatureSpawner_C,Char_Stinger_Child_C,192910.59375,199359.359375,3037.94873046875,3000,4,4
1_BP_CreatureSpawner394,BP_CreatureSpawner_C,Char_Stinger_C,188325.515625,205699.34375,-2286.099609375,500,1,1
1_BP_CreatureSpawner395,BP_CreatureSpawner_C,Char_CrabHatcher_C,-36182.77734375,-5853.365234375,30169.880859375,500,1,1
1_BP_CreatureSpawner396,BP_CreatureSpawner_C,Char_CrabHatcher_C,-38713.33203125,-6277.765625,30004.99609375,500,1,1
1_BP_CreatureSpawner397_54,BP_CreatureSpawner_C,Char_AlphaHog_C,-28417.00390625,18977.916015625,22242.41015625,200,1,1
1_BP_CreatureSpawner398,BP_CreatureSpawner_C,Char_Hog_C,-28125.14453125,18152.736328125,22030.703125,1000,3,3
1_BP_CreatureSpawner399_58,BP_CreatureSpawner_C,Char_AlphaHog_C,-6886.9013671875,30362.48828125,24328.2421875,2500,3,3
1_BP_CreatureSpawner3_38,BP_CreatureSpawner_C,Char_CrabHatcher_C,-133953.03125,-195850.890625,-1478.892578125,2000,3,3
1_BP_CreatureSpawner4,BP_CreatureSpawner_C,Char_Hog_C,-68782.5078125,-47126.26953125,16444.14453125,3000,3,3
1_BP_CreatureSpawner400_4,BP_CreatureSpawner_C,Char_AlphaHog_C,-128857.2109375,23079.7265625,27014.28515625,350,1,1
1_BP_CreatureSpawner401_2,BP_CreatureSpawner_C,Char_CaveStinger_C,-129125.9296875,-126628.6640625,-3956.06591796875,200,1,1
1_BP_CreatureSpawner402,BP_CreatureSpawner_C,Char_Spitter_C,-140606.21875,22309.7265625,25254.28515625,3000,2,2
1_BP_CreatureSpawner403,BP_CreatureSpawner_C,Char_Spitter_C,91229.5078125,-144621.375,920.3965454101562,500,1,1
1_BP_CreatureSpawner404_2,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-94083.4296875,7879.8056640625,20874.052734375,1000,5,5
1_BP_CreatureSpawner405,BP_CreatureSpawner_C,Char_CrabHatcher_C,-253437.53125,-151059.609375,15248.5107421875,200,1,1
1_BP_CreatureSpawner406,BP_CreatureSpawner_C,Char_Spitter_Small_C,140277.171875,-46189.46875,7959.74267578125,500,1,1
1_BP_CreatureSpawner407,BP_CreatureSpawner_C,Char_CrabHatcher_C,-252905.734375,-152720.265625,15226.509765625,200,1,1
