Item ID,X,Y,Z
blue,147771.0,80510.0,13465.0
yellow,91825.765625,76580.765625,13587.1962890625
purple,53245.4609375,73958.421875,10890.1767578125
blue,70481.9609375,77916.1171875,13007.9443359375
purple,85420.2890625,125286.3046875,8912.5654296875
blue,53796.39453125,108946.5390625,11439.095703125
yellow,60744.42578125,98717.6171875,12721.857421875
yellow,34405.44140625,109331.9921875,18144.36328125
yellow,31362.646484375,103124.078125,25912.46875
blue,46672.23046875,126416.2265625,13982.4755859375
purple,17850.90625,125646.4140625,27380.458984375
blue,-4060.0,147800.0,-7030.0
blue,-589.7109375,118437.8515625,23006.326171875
yellow,3336.51953125,121870.1171875,2106.491943359375
purple,-16103.8046875,114042.671875,21485.1015625
blue,-25938.310546875,147256.96875,296.29693603515625
yellow,-27600.0,139690.0,-6960.0
blue,-35282.4609375,167057.25,2545.939697265625
