Item ID,Item Type,Amount,X,Y,Z,Closest POI,Accessible
FGItemPickup_Spawnable174,Wire,255,125352.2578,-36091.03906,8045.483887,BP_DropPod_C_6,1
FGItemPickup_Spawnable172,IronScrew,216,125050.125,-34622.03906,8233.669922,BP_DropPod_C_6,1
FGItemPickup_Spawnable171,Cable,51,125764.4844,-35113.58984,8170.084961,BP_DropPod_C_6,1
FGItemPickup_Spawnable170,AluminumPlateReinforced,9,125943.5859,-34720.74219,8162.869629,BP_DropPod_C_6,1
FGItemPickup_Spawnable_105,ModularFrame,12,100142.8438,-152883.9531,1833.096191,BP_DropPod4_7,1
FGItemPickup_Spawnable163,Cable,57,98892.69531,-151539.25,2514.070313,BP_DropPod4_7,1
FGItemPickup_Spawnable_103,Wire,428,99742.80469,-152720.1094,1935.870605,BP_DropPod4_7,1
FGItemPickup_Spawnable_108,Motor,11,99128.70313,-151845.6406,2095.946777,BP_DropPod4_7,1
FGItemPickup_Spawnable_106,Cable,78,98450.32813,-152075.1875,2339.004883,BP_DropPod4_7,1
FGItemPickup_Spawnable166,ModularFrameHeavy,15,99327.05469,-152275.0781,2215.758789,BP_DropPod4_7,1
FGItemPickup_Spawnable_104,IronScrew,456,99676.48438,-150960.7188,2215.882813,BP_DropPod4_7,1
FGItemPickup_Spawnable_107,IronScrew,399,100474.9453,-153999.8594,1561.475586,BP_DropPod4_7,1
FGItemPickup_Spawnable274,Computer,18,107914.7422,-153427.875,7676.428711,BP_DropPod4_7,1
FGItemPickup_Spawnable_56,IronScrew,54,93780.22656,104810.3906,9866.920898,BP_DropPod3_4,1
FGItemPickup_Spawnable_53,Cable,58,94416.03125,105955.8203,9865.716797,BP_DropPod3_4,1
FGItemPickup_Spawnable_43,IronScrew,285,92415.51563,105908.7891,9866.232422,BP_DropPod3_4,1
FGItemPickup_Spawnable_47,Wire,324,92688.17188,105098.8828,9869.595703,BP_DropPod3_4,1
FGItemPickup_Spawnable_41,IronPlateReinforced,21,94262.375,106576.1719,9865.707031,BP_DropPod3_4,1
FGItemPickup_Spawnable_30,SteelPlateReinforced,12,95869.25781,106004.5781,9865.333008,BP_DropPod3_4,1
FGItemPickup_Spawnable_416,IronScrew,395,302115.2188,-245522.375,4396.068359,BP_DropPod1_4,1
FGItemPickup_Spawnable_419,Wire,309,305703.375,-248183.4531,3007.494629,BP_DropPod1_4,1
FGItemPickup_Spawnable_417,ModularFrame,8,304729.5625,-243308.8281,4045.154541,BP_DropPod1_4,1
FGItemPickup_Spawnable_415,Wire,327,304625.2188,-243649.5,4073.152344,BP_DropPod1_4,1
FGItemPickup_Spawnable_418,IronScrew,414,304404.4375,-244986.375,4076.5625,BP_DropPod1_4,1
FGItemPickup_Spawnable_421,ModularFrame,12,304843,-246589.5156,3204.740723,BP_DropPod1_4,1
FGItemPickup_Spawnable_420,IronScrew,255,303557.0938,-244466.6406,4827.44043,BP_DropPod1_4,1
FGItemPickup_Spawnable374,Computer,17,359820.4063,-106066.4141,11658.85156,BP_DropPod2_6,1
FGItemPickup_Spawnable375,AluminumPlateReinforced,7,359060.8125,-105503.2109,11316.29785,BP_DropPod2_6,1
FGItemPickup_Spawnable369,SteelPlateReinforced,14,359651.625,-104843.5156,11318.44629,BP_DropPod2_6,1
FGItemPickup_Spawnable370,SteelPlateReinforced,23,359571.9688,-105354.3828,11440.54102,BP_DropPod2_6,1
FGItemPickup_Spawnable376,IronScrew,307,360704.9688,-105582.7891,11478.25977,BP_DropPod2_6,1
FGItemPickup_Spawnable373,IronScrew,212,359876.0313,-105621.7813,11521.04297,BP_DropPod2_6,1
FGItemPickup_Spawnable371,ComputerSuper,5,359753.4375,-105979.1094,11629.66309,BP_DropPod2_6,1
FGItemPickup_Spawnable372,Wire,399,360320.5625,-104917.3594,11323.32129,BP_DropPod2_6,1
FGItemPickup_Spawnable81,Motor,14,287435.3438,74185.26563,-1661.719238,BP_DropPod3_3,1
FGItemPickup_Spawnable64,IronPlateReinforced,17,289323.7188,74886.28906,-1628.903564,BP_DropPod3_3,1
FGItemPickup_Spawnable_374,ModularFrameHeavy,21,285743.4375,72033.91406,-1673.072021,BP_DropPod3_3,1
FGItemPickup_Spawnable82,CircuitBoard,12,289352.75,73166.59375,-1641.698364,BP_DropPod3_3,1
FGItemPickup_Spawnable77,IronScrew,329,288399.8438,72807.14844,-1628.214966,BP_DropPod3_3,0
FGItemPickup_Spawnable78,SteelPlateReinforced,12,289274.1875,74419.46094,-1637.012207,BP_DropPod3_3,1
FGItemPickup_Spawnable66,HighSpeedConnector,9,288168.125,73719.27344,-1628.899902,BP_DropPod3_3,1
FGItemPickup_Spawnable80,CircuitBoard,10,287600.9063,72901.52344,-1645.741699,BP_DropPod3_3,1
FGItemPickup_Spawnable_120,CircuitBoard,12,143274.6719,92166.25,24666.37109,BP_DropPod4_1,1
FGItemPickup_Spawnable_122,CircuitBoard,15,144052.7813,91804.17969,24903.41211,BP_DropPod4_1,1
FGItemPickup_Spawnable_178,SteelPlateReinforced,9,-130111.9922,60072.16016,4795.484863,BP_DropPod9_1568,1
FGItemPickup_Spawnable_180,IronPlateReinforced,12,-129019.375,59456.49609,4758.45166,BP_DropPod9_1568,1
FGItemPickup_Spawnable243,Cable,99,-129604.3984,59803.33984,4801.326172,BP_DropPod9_1568,1
FGItemPickup_Spawnable_181,Wire,366,-128665.6094,60524.65234,4773.883301,BP_DropPod9_1568,1
FGItemPickup_Spawnable_177,Cable,99,-129795.6797,60511.89453,4809.260254,BP_DropPod9_1568,1
FGItemPickup_Spawnable_179,Motor,12,-131059.9766,60429.98438,3187.509766,BP_DropPod9_1568,1
FGItemPickup_Spawnable_243,Wire,371,-168502.2031,63384.23828,11055.86621,HC_4,1
FGItemPickup_Spawnable_229,Computer,20,-168314.9844,63167.98828,11252.41211,HC_4,1
FGItemPickup_Spawnable_227,IronScrew,462,-168044.8125,63349.92969,11076.375,HC_4,1
FGItemPickup_Spawnable_242,SteelPlateReinforced,20,-167798.8438,63551.17188,10936.56348,HC_4,1
FGItemPickup_Spawnable_228,AluminumPlateReinforced,20,-168280.6563,63470.78125,11056.91895,HC_4,1
FGItemPickup_Spawnable_124,AluminumPlateReinforced,8,155707.6094,-41759.64063,8633.03418,BP_DropPod1_2,1
FGItemPickup_Spawnable_140,CircuitBoard,8,157313.375,-42293.33594,8161.582031,BP_DropPod1_2,1
FGItemPickup_Spawnable_139,IronScrew,252,158737.7344,-43153.02344,7631.097168,BP_DropPod1_2,1
FGItemPickup_Spawnable_125,Motor,11,158353.1719,-41692.65625,8049.845703,BP_DropPod1_2,1
FGItemPickup_Spawnable_138,ModularFrame,16,156847.7813,-43497.38281,8030.416504,BP_DropPod1_2,1
FGItemPickup_Spawnable_123,IronScrew,189,157094.1406,-42538.99609,8198.53125,BP_DropPod1_2,1
FGItemPickup_Spawnable_309,SteelPlateReinforced,14,-117733.5078,74789.84375,17031.76953,BP_DropPod1_9,1
FGItemPickup_Spawnable_303,IronPlateReinforced,12,-115725.1328,73602.58594,17384.7793,BP_DropPod1_9,1
FGItemPickup_Spawnable_305,IronScrew,337,-116538.8203,73655.53125,17304.24023,BP_DropPod1_9,1
FGItemPickup_Spawnable_308,ModularFrameHeavy,9,-118697.7813,75397.95313,17049.46094,BP_DropPod1_9,1
FGItemPickup_Spawnable_304,ComputerSuper,5,-117723.4766,73388.33594,17227.93164,BP_DropPod1_9,1
FGItemPickup_Spawnable_306,Wire,150,-118566.1484,74329.88281,17014.2832,BP_DropPod1_9,1
FGItemPickup_Spawnable_310,CircuitBoard,11,-116959.6328,74396.3125,17165.81055,BP_DropPod1_9,1
FGItemPickup_Spawnable_307,IronPlateReinforced,22,-117802.3984,74187.1875,17111.25586,BP_DropPod1_9,1
FGItemPickup_Spawnable_65,IronScrew,219,-151702.5156,71019.45313,9739.356445,BP_DropPod5_740,1
FGItemPickup_Spawnable_68,IronScrew,168,-152992.9531,71527.90625,10156.21582,BP_DropPod5_740,1
FGItemPickup_Spawnable226,ModularFrame,15,-152207.7031,72852.21875,10106.65332,BP_DropPod5_740,1
FGItemPickup_Spawnable_282,CircuitBoard,14,-156246.5156,-4439.609375,25330.05078,BP_DropPod4_12,1
FGItemPickup_Spawnable_283,CircuitBoardHighSpeed,6,-155872.1719,-6185.921875,25172.98242,BP_DropPod4_12,1
FGItemPickup_Spawnable_287,IronPlateReinforced,16,-156654.4219,-5633.105469,25367.83008,BP_DropPod4_12,1
FGItemPickup_Spawnable_281,AluminumPlateReinforced,6,-155620.75,-5578.882813,25214.03711,BP_DropPod4_12,1
FGItemPickup_Spawnable_285,ModularFrameHeavy,9,-155836.0313,-4632.300781,25363.20313,BP_DropPod4_12,1
FGItemPickup_Spawnable_286,Battery,44,-156331.3125,-6317.09375,25134.35547,BP_DropPod4_12,1
FGItemPickup_Spawnable_284,Wire,286,-156988.2344,-5252.726563,25368.75391,BP_DropPod4_12,1
FGItemPickup_Spawnable271,Motor,8,118042.625,220952.4375,-7432.633301,BP_DropPod4_9,1
FGItemPickup_Spawnable187,AluminumPlateReinforced,6,118025.7344,221668.8125,-7381.54541,BP_DropPod4_9,1
FGItemPickup_Spawnable272,IronPlateReinforced,18,119693.8359,222749.5,-7419.046875,BP_DropPod4_9,1
FGItemPickup_Spawnable183,CircuitBoard,30,117618.7891,221585.0781,-7412.302246,BP_DropPod4_9,1
FGItemPickup_Spawnable270,CircuitBoardHighSpeed,15,118680.0469,222372.0156,-7158.508301,BP_DropPod4_9,1
FGItemPickup_Spawnable158,Wire,417,119567.4219,221975.4063,-7437.616211,BP_DropPod4_9,1
FGItemPickup_Spawnable250,IronPlateReinforced,40,-161236.5469,66348.99219,3614.402588,HC_1,1
FGItemPickup_Spawnable247,Motor,32,-160579.4531,66578.96094,3558.762939,HC_1,1
FGItemPickup_Spawnable_66,ModularFrame,12,-154189.0625,72270.35938,10644.56641,BP_DropPod5_740,1
FGItemPickup_Spawnable246,IronScrew,267,-160155.625,66090.1875,3552.479492,HC_1,1
FGItemPickup_Spawnable_67,IronScrew,465,-153988.0469,71827.17188,10508.07227,BP_DropPod5_740,1
FGItemPickup_Spawnable251,SteelPlateReinforced,20,-160140.7344,66695.96094,3577.893311,HC_1,1
FGItemPickup_Spawnable252,Wire,342,-160480.3281,66054.00781,3556.714844,HC_1,1
FGItemPickup_Spawnable248,Computer,12,-160847.5781,66365.05469,3560.591553,HC_1,1
FGItemPickup_Spawnable249,ModularFrame,14,-160786.3438,66741.14063,3563.68335,HC_1,1
FGItemPickup_Spawnable_77,Cable,57,-115190.6563,169321.2813,397.6085205,BP_DropPod7_5615,1
FGItemPickup_Spawnable_80,Cable,81,-115555.9219,167687.9531,250.3446045,BP_DropPod7_5615,1
FGItemPickup_Spawnable_78,ModularFrame,9,-114528.8906,169448.7031,494.7990723,BP_DropPod7_5615,1
FGItemPickup_Spawnable_75,Wire,96,-114059.5156,168714.0156,516.1661377,BP_DropPod7_5615,1
FGItemPickup_Spawnable242,IronPlateReinforced,21,-114283.7344,167194.9219,373.7059326,BP_DropPod7_5615,1
FGItemPickup_Spawnable_76,IronPlateReinforced,21,-114115.5625,169178.0313,514.3171387,BP_DropPod7_5615,1
FGItemPickup_Spawnable_299,IronPlateReinforced,17,-77463.98438,89434.85156,20306.99023,BP_DropPod2_10,1
FGItemPickup_Spawnable_300,IronPlateReinforced,21,-74482.52344,87229.28906,19998.03906,BP_DropPod2_10,1
FGItemPickup_Spawnable_302,Wire,312,-76377.17969,90514.625,20167.96094,BP_DropPod2_10,1
FGItemPickup_Spawnable411_10,ModularFrameHeavy,6,-53971.75781,-205838.4375,7759.73291,BP_DropPod26,1
FGItemPickup_Spawnable413_12,Computer,16,-53464.53125,-205819.6406,7760.351074,BP_DropPod26,1
FGItemPickup_Spawnable412_11,CircuitBoardHighSpeed,9,-54875.70313,-205934.7969,7757.889648,BP_DropPod26,1
FGItemPickup_Spawnable415_14,Cable,30,-54021.91016,-205596.9219,7754.611328,BP_DropPod26,1
FGItemPickup_Spawnable416_15,Wire,448,-55094.25,-205546.3281,7793.821777,BP_DropPod26,1
FGItemPickup_Spawnable414_13,ModularFrameHeavy,18,-54579.32031,-206480.8281,7800.4375,BP_DropPod26,1
FGItemPickup_Spawnable417,Wire,167,-55687.62891,-206456,7789.534668,BP_DropPod26,1
FGItemPickup_Spawnable_20,Motor,20,-188567.5938,72639.92188,-305.8534851,HC_2,1
FGItemPickup_Spawnable_221,IronScrew,168,-183045.0781,68546.77344,14269.15137,HC_5,1
FGItemPickup_Spawnable_25,Cable,90,-188485.5781,72928.14844,-445.5118103,HC_2,1
FGItemPickup_Spawnable_13,IronPlateReinforced,16,-188556.375,72051.14063,-360.2498169,HC_2,1
FGItemPickup_Spawnable_188,Wire,450,-183688.4531,68648.45313,12081.69727,HC_5,1
FGItemPickup_Spawnable258,IronPlateReinforced,40,-188075.125,72176.28125,-527.7097778,HC_2,1
FGItemPickup_Spawnable_190,ModularFrame,12,-183946.8438,68712.9375,12120.95898,HC_5,1
FGItemPickup_Spawnable_176,SteelPlateReinforced,8,-184160.2344,69086.27344,12069.82129,HC_5,1
FGItemPickup_Spawnable_35,Wire,228,-188268.6094,72298.76563,-413.0744629,HC_2,1
FGItemPickup_Spawnable73,ModularFrame,8,-190105.0313,74905.60156,4903.857422,HC_3,1
FGItemPickup_Spawnable_63,IronScrew,500,-190398.0625,74589.39063,4920.535156,HC_3,1
FGItemPickup_Spawnable_92,IronScrew,224,-184269.6563,68654.57031,12136.80664,HC_5,1
FGItemPickup_Spawnable_11,IronPlateReinforced,44,-187875.5469,71388.07031,-697.8509521,HC_2,1
FGItemPickup_Spawnable_72,Cable,56,-190404.5,74895.63281,4921.351074,HC_3,1
FGItemPickup_Spawnable257,IronPlateReinforced,19,-185115.7813,70321.67969,-1105.69519,HC_2,1
FGItemPickup_Spawnable_220,Motor,24,-184378.375,69178.64063,11982.89258,HC_5,1
FGItemPickup_Spawnable256,ModularFrame,16,-188123.1563,72729.07031,-631.2926636,HC_2,1
FGItemPickup_Spawnable253,Computer,32,-188903.8906,72700.26563,-192.7613525,HC_2,1
FGItemPickup_Spawnable_64,Motor,32,-190227.3438,74502.07813,4905.249512,HC_3,1
FGItemPickup_Spawnable255,ModularFrame,12,-188760.6094,72126.29688,-266.9188843,HC_2,1
FGItemPickup_Spawnable_23,Cable,64,-187842.6563,72445.78906,-443.7415161,HC_2,1
FGItemPickup_Spawnable79,IronPlateReinforced,40,-190241.2813,74699.05469,4946.541992,HC_3,1
FGItemPickup_Spawnable_222,AluminumPlateReinforced,12,-182774.625,68544.95313,14357.24316,HC_5,1
FGItemPickup_Spawnable_226,IronScrew,176,-183129.5938,68324.92969,14255.44824,HC_5,1
FGItemPickup_Spawnable_82,Computer,24,-184165.2188,68780.76563,12153.44434,HC_5,1
FGItemPickup_Spawnable254,Motor,30,-188274.125,71648.67969,-573.2214355,HC_2,1
FGItemPickup_Spawnable_71,Computer,12,-190236.6719,74896.92188,4911.335938,HC_3,1
FGItemPickup_Spawnable_224,Wire,304,-182597.4063,68461.47656,14336.89355,HC_5,1
